Date,Open,High,Low,Close,Adj Close,Volume
2002-08-23,2821.040039,2821.040039,2821.040039,2821.040039,2821.040039,0
2002-08-26,2771.189941,2771.189941,2771.189941,2771.189941,2771.189941,0
2002-08-27,2863.600098,2863.600098,2863.600098,2863.600098,2863.600098,0
2002-08-28,2729.929932,2729.929932,2729.929932,2729.929932,2729.929932,0
2002-08-29,2667.169922,2667.169922,2667.169922,2667.169922,2667.169922,0
2002-08-30,2709.290039,2709.290039,2709.290039,2709.290039,2709.290039,0
2002-09-02,2639.179932,2639.179932,2639.179932,2639.179932,2639.179932,0
2002-09-03,2509.459961,2509.459961,2509.459961,2509.459961,2509.459961,0
2002-09-04,2534.010010,2534.010010,2534.010010,2534.010010,2534.010010,0
2002-09-05,2511.530029,2511.530029,2511.530029,2511.530029,2511.530029,0
2002-09-06,2618.179932,2618.179932,2618.179932,2618.179932,2618.179932,0
2002-09-09,2564.810059,2564.810059,2564.810059,2564.810059,2564.810059,0
2002-09-10,2639.830078,2639.830078,2639.830078,2639.830078,2639.830078,0
2002-09-11,2723.139893,2723.139893,2723.139893,2723.139893,2723.139893,0
2002-09-12,2590.189941,2590.189941,2590.189941,2590.189941,2590.189941,0
2002-09-13,2530.800049,2530.800049,2530.800049,2530.800049,2530.800049,0
2002-09-16,2516.310059,2516.310059,2516.310059,2516.310059,2516.310059,0
2002-09-17,2493.419922,2493.419922,2493.419922,2493.419922,2493.419922,0
2002-09-18,2382.699951,2382.699951,2382.699951,2382.699951,2382.699951,0
2002-09-19,2328.290039,2328.290039,2328.290039,2328.290039,2328.290039,0
2002-09-20,2308.030029,2308.030029,2308.030029,2308.030029,2308.030029,0
2002-09-23,2217.479980,2217.479980,2217.479980,2217.479980,2217.479980,0
2002-09-24,2187.219971,2187.219971,2187.219971,2187.219971,2187.219971,0
2002-09-25,2238.110107,2238.110107,2238.110107,2238.110107,2238.110107,0
2002-09-26,2373.030029,2373.030029,2373.030029,2373.030029,2373.030029,0
2002-09-27,2343.219971,2343.219971,2343.219971,2343.219971,2343.219971,0
2002-09-30,2204.389893,2204.389893,2204.389893,2204.389893,2204.389893,0
2002-10-01,2266.550049,2266.550049,2266.550049,2266.550049,2266.550049,0
2002-10-02,2361.729980,2361.729980,2361.729980,2361.729980,2361.729980,0
2002-10-03,2305.179932,2305.179932,2305.179932,2305.179932,2305.179932,0
2002-10-04,2224.739990,2224.739990,2224.739990,2224.739990,2224.739990,0
2002-10-07,2207.620117,2207.620117,2207.620117,2207.620117,2207.620117,0
2002-10-08,2170.540039,2170.540039,2170.540039,2170.540039,2170.540039,0
2002-10-09,2150.260010,2150.260010,2150.260010,2150.260010,2150.260010,0
2002-10-10,2234.620117,2234.620117,2234.620117,2234.620117,2234.620117,0
2002-10-11,2351.810059,2351.810059,2351.810059,2351.810059,2351.810059,0
2002-10-14,2318.500000,2318.500000,2318.500000,2318.500000,2318.500000,0
2002-10-15,2485.129883,2485.129883,2485.129883,2485.129883,2485.129883,0
2002-10-16,2444.850098,2444.850098,2444.850098,2444.850098,2444.850098,0
2002-10-17,2536.449951,2536.449951,2536.449951,2536.449951,2536.449951,0
2002-10-18,2527.379883,2527.379883,2527.379883,2527.379883,2527.379883,0
2002-10-21,2549.840088,2549.840088,2549.840088,2549.840088,2549.840088,0
2002-10-22,2507.500000,2507.500000,2507.500000,2507.500000,2507.500000,0
2002-10-23,2399.770020,2399.770020,2399.770020,2399.770020,2399.770020,0
2002-10-24,2469.620117,2469.620117,2469.620117,2469.620117,2469.620117,0
2002-10-25,2456.909912,2456.909912,2456.909912,2456.909912,2456.909912,0
2002-10-28,2508.510010,2508.510010,2508.510010,2508.510010,2508.510010,0
2002-10-29,2383.500000,2383.500000,2383.500000,2383.500000,2383.500000,0
2002-10-30,2468.800049,2468.800049,2468.800049,2468.800049,2468.800049,0
2002-10-31,2518.989990,2518.989990,2518.989990,2518.989990,2518.989990,0
2002-11-01,2487.659912,2487.659912,2487.659912,2487.659912,2487.659912,0
2002-11-04,2592.550049,2592.550049,2592.550049,2592.550049,2592.550049,0
2002-11-05,2614.139893,2614.139893,2614.139893,2614.139893,2614.139893,0
2002-11-06,2578.360107,2578.360107,2578.360107,2578.360107,2578.360107,0
2002-11-07,2485.810059,2485.810059,2485.810059,2485.810059,2485.810059,0
2002-11-08,2450.419922,2450.419922,2450.419922,2450.419922,2450.419922,0
2002-11-11,2434.729980,2434.729980,2434.729980,2434.729980,2434.729980,0
2002-11-12,2454.270020,2454.270020,2454.270020,2454.270020,2454.270020,0
2002-11-13,2435.679932,2435.679932,2435.679932,2435.679932,2435.679932,0
2002-11-14,2525.739990,2525.739990,2525.739990,2525.739990,2525.739990,0
2002-11-15,2535.729980,2535.729980,2535.729980,2535.729980,2535.729980,0
2002-11-18,2572.649902,2572.649902,2572.649902,2572.649902,2572.649902,0
2002-11-19,2550.469971,2550.469971,2550.469971,2550.469971,2550.469971,0
2002-11-20,2544.379883,2544.379883,2544.379883,2544.379883,2544.379883,0
2002-11-21,2644.100098,2644.100098,2644.100098,2644.100098,2644.100098,0
2002-11-22,2648.139893,2648.139893,2648.139893,2648.139893,2648.139893,0
2002-11-25,2638.110107,2638.110107,2638.110107,2638.110107,2638.110107,0
2002-11-26,2564.489990,2564.489990,2564.489990,2564.489990,2564.489990,0
2002-11-27,2654.770020,2654.770020,2654.770020,2654.770020,2654.770020,0
2002-11-28,2669.889893,2669.889893,2669.889893,2669.889893,2669.889893,0
2002-11-29,2656.850098,2656.850098,2656.850098,2656.850098,2656.850098,0
2002-12-02,2662.489990,2662.489990,2662.489990,2662.489990,2662.489990,0
2002-12-03,2585.419922,2585.419922,2585.419922,2585.419922,2585.419922,0
2002-12-04,2577.000000,2577.000000,2577.000000,2577.000000,2577.000000,0
2002-12-05,2527.179932,2527.179932,2527.179932,2527.179932,2527.179932,0
2002-12-06,2531.659912,2531.659912,2531.659912,2531.659912,2531.659912,0
2002-12-09,2459.020020,2459.020020,2459.020020,2459.020020,2459.020020,0
2002-12-10,2486.939941,2486.939941,2486.939941,2486.939941,2486.939941,0
2002-12-11,2515.340088,2515.340088,2515.340088,2515.340088,2515.340088,0
2002-12-12,2471.379883,2471.379883,2471.379883,2471.379883,2471.379883,0
2002-12-13,2429.419922,2429.419922,2429.419922,2429.419922,2429.419922,0
2002-12-16,2522.050049,2522.050049,2522.050049,2522.050049,2522.050049,0
2002-12-17,2490.610107,2490.610107,2490.610107,2490.610107,2490.610107,0
2002-12-18,2427.310059,2427.310059,2427.310059,2427.310059,2427.310059,0
2002-12-19,2406.080078,2406.080078,2406.080078,2406.080078,2406.080078,0
2002-12-20,2438.969971,2438.969971,2438.969971,2438.969971,2438.969971,0
2002-12-23,2456.500000,2456.500000,2456.500000,2456.500000,2456.500000,0
2002-12-24,null,null,null,null,null,null
2002-12-25,null,null,null,null,null,null
2002-12-26,null,null,null,null,null,null
2002-12-27,2364.989990,2364.989990,2364.989990,2364.989990,2364.989990,0
2002-12-30,2386.409912,2386.409912,2386.409912,2386.409912,2386.409912,0
2002-12-31,2386.409912,2386.409912,2386.409912,2386.409912,2386.409912,0
2003-01-01,null,null,null,null,null,null
2003-01-02,2522.239990,2522.239990,2522.239990,2522.239990,2522.239990,0
2003-01-03,2502.189941,2502.189941,2502.189941,2502.189941,2502.189941,0
2003-01-06,2529.860107,2529.860107,2529.860107,2529.860107,2529.860107,0
2003-01-07,2504.909912,2504.909912,2504.909912,2504.909912,2504.909912,0
2003-01-08,2449.780029,2449.780029,2449.780029,2449.780029,2449.780029,0
2003-01-09,2492.179932,2492.179932,2492.179932,2492.179932,2492.179932,0
2003-01-10,2489.010010,2489.010010,2489.010010,2489.010010,2489.010010,0
2003-01-13,2497.610107,2497.610107,2497.610107,2497.610107,2497.610107,0
2003-01-14,2509.429932,2509.429932,2509.429932,2509.429932,2509.429932,0
2003-01-15,2479.709961,2479.709961,2479.709961,2479.709961,2479.709961,0
2003-01-16,2474.879883,2474.879883,2474.879883,2474.879883,2474.879883,0
2003-01-17,2390.350098,2390.350098,2390.350098,2390.350098,2390.350098,0
2003-01-20,2352.810059,2352.810059,2352.810059,2352.810059,2352.810059,0
2003-01-21,2326.929932,2326.929932,2326.929932,2326.929932,2326.929932,0
2003-01-22,2278.219971,2278.219971,2278.219971,2278.219971,2278.219971,0
2003-01-23,2269.040039,2269.040039,2269.040039,2269.040039,2269.040039,0
2003-01-24,2234.560059,2234.560059,2234.560059,2234.560059,2234.560059,0
2003-01-27,2154.530029,2154.530029,2154.530029,2154.530029,2154.530029,0
2003-01-28,2159.800049,2159.800049,2159.800049,2159.800049,2159.800049,0
2003-01-29,2189.030029,2189.030029,2189.030029,2189.030029,2189.030029,0
2003-01-30,2238.189941,2238.189941,2238.189941,2238.189941,2238.189941,0
2003-01-31,2248.179932,2248.179932,2248.179932,2248.179932,2248.179932,0
2003-02-03,2270.729980,2270.729980,2270.729980,2270.729980,2270.729980,0
2003-02-04,2184.360107,2184.360107,2184.360107,2184.360107,2184.360107,0
2003-02-05,2225.439941,2225.439941,2225.439941,2225.439941,2225.439941,0
2003-02-06,2169.879883,2169.879883,2169.879883,2169.879883,2169.879883,0
2003-02-07,2133.600098,2133.600098,2133.600098,2133.600098,2133.600098,0
2003-02-10,2125.750000,2125.750000,2125.750000,2125.750000,2125.750000,0
2003-02-11,2190.280029,2190.280029,2190.280029,2190.280029,2190.280029,0
2003-02-12,2136.600098,2136.600098,2136.600098,2136.600098,2136.600098,0
2003-02-13,2123.709961,2123.709961,2123.709961,2123.709961,2123.709961,0
2003-02-14,2199.969971,2199.969971,2199.969971,2199.969971,2199.969971,0
2003-02-17,2240.300049,2240.300049,2240.300049,2240.300049,2240.300049,0
2003-02-18,2280.820068,2280.820068,2280.820068,2280.820068,2280.820068,0
2003-02-19,2208.179932,2208.179932,2208.179932,2208.179932,2208.179932,0
2003-02-20,2173.770020,2173.770020,2173.770020,2173.770020,2173.770020,0
2003-02-21,2208.250000,2208.250000,2208.250000,2208.250000,2208.250000,0
2003-02-24,2160.580078,2160.580078,2160.580078,2160.580078,2160.580078,0
2003-02-25,2081.300049,2081.300049,2081.300049,2081.300049,2081.300049,0
2003-02-26,2058.969971,2058.969971,2058.969971,2058.969971,2058.969971,0
2003-02-27,2104.409912,2104.409912,2104.409912,2104.409912,2104.409912,0
2003-02-28,2140.729980,2140.729980,2140.729980,2140.729980,2140.729980,0
2003-03-03,2142.389893,2142.389893,2142.389893,2142.389893,2142.389893,0
2003-03-04,2093.040039,2093.040039,2093.040039,2093.040039,2093.040039,0
2003-03-05,2080.600098,2080.600098,2080.600098,2080.600098,2080.600098,0
2003-03-06,2043.349976,2043.349976,2043.349976,2043.349976,2043.349976,0
2003-03-07,1992.449951,1992.449951,1992.449951,1992.449951,1992.449951,0
2003-03-10,1936.390015,1936.390015,1936.390015,1936.390015,1936.390015,0
2003-03-11,1934.339966,1934.339966,1934.339966,1934.339966,1934.339966,0
2003-03-12,1849.640015,1849.640015,1849.640015,1849.640015,1849.640015,0
2003-03-13,1974.930054,1974.930054,1974.930054,1974.930054,1974.930054,0
2003-03-14,2079.709961,2079.709961,2079.709961,2079.709961,2079.709961,0
2003-03-17,2158.000000,2158.000000,2158.000000,2158.000000,2158.000000,0
2003-03-18,2153.860107,2153.860107,2153.860107,2153.860107,2153.860107,0
2003-03-19,2187.159912,2187.159912,2187.159912,2187.159912,2187.159912,0
2003-03-20,2156.889893,2156.889893,2156.889893,2156.889893,2156.889893,0
2003-03-21,2249.110107,2249.110107,2249.110107,2249.110107,2249.110107,0
2003-03-24,2124.780029,2124.780029,2124.780029,2124.780029,2124.780029,0
2003-03-25,2184.979980,2184.979980,2184.979980,2184.979980,2184.979980,0
2003-03-26,2172.639893,2172.639893,2172.639893,2172.639893,2172.639893,0
2003-03-27,2132.500000,2132.500000,2132.500000,2132.500000,2132.500000,0
2003-03-28,2132.110107,2132.110107,2132.110107,2132.110107,2132.110107,0
2003-03-31,2036.859985,2036.859985,2036.859985,2036.859985,2036.859985,0
2003-04-01,2067.229980,2067.229980,2067.229980,2067.229980,2067.229980,0
2003-04-02,2160.229980,2160.229980,2160.229980,2160.229980,2160.229980,0
2003-04-03,2182.969971,2182.969971,2182.969971,2182.969971,2182.969971,0
2003-04-04,2223.169922,2223.169922,2223.169922,2223.169922,2223.169922,0
2003-04-07,2314.540039,2314.540039,2314.540039,2314.540039,2314.540039,0
2003-04-08,2282.239990,2282.239990,2282.239990,2282.239990,2282.239990,0
2003-04-09,2279.520020,2279.520020,2279.520020,2279.520020,2279.520020,0
2003-04-10,2222.399902,2222.399902,2222.399902,2222.399902,2222.399902,0
2003-04-11,2247.469971,2247.469971,2247.469971,2247.469971,2247.469971,0
2003-04-14,2273.959961,2273.959961,2273.959961,2273.959961,2273.959961,0
2003-04-15,2317.719971,2317.719971,2317.719971,2317.719971,2317.719971,0
2003-04-16,2294.949951,2294.949951,2294.949951,2294.949951,2294.949951,0
2003-04-17,2324.270020,2324.270020,2324.270020,2324.270020,2324.270020,0
2003-04-18,null,null,null,null,null,null
2003-04-21,null,null,null,null,null,null
2003-04-22,2343.590088,2343.590088,2343.590088,2343.590088,2343.590088,0
2003-04-23,2365.969971,2365.969971,2365.969971,2365.969971,2365.969971,0
2003-04-24,2310.870117,2310.870117,2310.870117,2310.870117,2310.870117,0
2003-04-25,2271.919922,2271.919922,2271.919922,2271.919922,2271.919922,0
2003-04-28,2344.020020,2344.020020,2344.020020,2344.020020,2344.020020,0
2003-04-29,2322.270020,2322.270020,2322.270020,2322.270020,2322.270020,0
2003-04-30,2324.239990,2324.239990,2324.239990,2324.239990,2324.239990,0
2003-05-01,2324.239990,2324.239990,2324.239990,2324.239990,2324.239990,0
2003-05-02,2321.909912,2321.909912,2321.909912,2321.909912,2321.909912,0
2003-05-05,2351.649902,2351.649902,2351.649902,2351.649902,2351.649902,0
2003-05-06,2389.699951,2389.699951,2389.699951,2389.699951,2389.699951,0
2003-05-07,2357.139893,2357.139893,2357.139893,2357.139893,2357.139893,0
2003-05-08,2287.250000,2287.250000,2287.250000,2287.250000,2287.250000,0
2003-05-09,2314.100098,2314.100098,2314.100098,2314.100098,2314.100098,0
2003-05-12,2318.000000,2318.000000,2318.000000,2318.000000,2318.000000,0
2003-05-13,2312.899902,2312.899902,2312.899902,2312.899902,2312.899902,0
2003-05-14,2309.929932,2309.929932,2309.929932,2309.929932,2309.929932,0
2003-05-15,2344.010010,2344.010010,2344.010010,2344.010010,2344.010010,0
2003-05-16,2349.129883,2349.129883,2349.129883,2349.129883,2349.129883,0
2003-05-19,2248.030029,2248.030029,2248.030029,2248.030029,2248.030029,0
2003-05-20,2249.060059,2249.060059,2249.060059,2249.060059,2249.060059,0
2003-05-21,2229.429932,2229.429932,2229.429932,2229.429932,2229.429932,0
2003-05-22,2261.979980,2261.979980,2261.979980,2261.979980,2261.979980,0
2003-05-23,2246.580078,2246.580078,2246.580078,2246.580078,2246.580078,0
2003-05-26,2242.159912,2242.159912,2242.159912,2242.159912,2242.159912,0
2003-05-27,2259.350098,2259.350098,2259.350098,2259.350098,2259.350098,0
2003-05-28,2309.330078,2309.330078,2309.330078,2309.330078,2309.330078,0
2003-05-29,2310.830078,2310.830078,2310.830078,2310.830078,2310.830078,0
2003-05-30,2330.060059,2330.060059,2330.060059,2330.060059,2330.060059,0
2003-06-02,2379.389893,2379.389893,2379.389893,2379.389893,2379.389893,0
2003-06-03,2366.310059,2366.310059,2366.310059,2366.310059,2366.310059,0
2003-06-04,2394.790039,2394.790039,2394.790039,2394.790039,2394.790039,0
2003-06-05,2365.760010,2365.760010,2365.760010,2365.760010,2365.760010,0
2003-06-06,2421.919922,2421.919922,2421.919922,2421.919922,2421.919922,0
2003-06-09,2388.550049,2388.550049,2388.550049,2388.550049,2388.550049,0
2003-06-10,2410.550049,2410.550049,2410.550049,2410.550049,2410.550049,0
2003-06-11,2452.399902,2452.399902,2452.399902,2452.399902,2452.399902,0
2003-06-12,2479.919922,2479.919922,2479.919922,2479.919922,2479.919922,0
2003-06-13,2440.320068,2440.320068,2440.320068,2440.320068,2440.320068,0
2003-06-16,2492.280029,2492.280029,2492.280029,2492.280029,2492.280029,0
2003-06-17,2505.989990,2505.989990,2505.989990,2505.989990,2505.989990,0
2003-06-18,2527.439941,2527.439941,2527.439941,2527.439941,2527.439941,0
2003-06-19,2491.989990,2491.989990,2491.989990,2491.989990,2491.989990,0
2003-06-20,2515.330078,2515.330078,2515.330078,2515.330078,2515.330078,0
2003-06-23,2450.570068,2450.570068,2450.570068,2450.570068,2450.570068,0
2003-06-24,2446.780029,2446.780029,2446.780029,2446.780029,2446.780029,0
2003-06-25,2453.729980,2453.729980,2453.729980,2453.729980,2453.729980,0
2003-06-26,2452.860107,2452.860107,2452.860107,2452.860107,2452.860107,0
2003-06-27,2453.489990,2453.489990,2453.489990,2453.489990,2453.489990,0
2003-06-30,2419.510010,2419.510010,2419.510010,2419.510010,2419.510010,0
2003-07-01,2366.860107,2366.860107,2366.860107,2366.860107,2366.860107,0
2003-07-02,2420.350098,2420.350098,2420.350098,2420.350098,2420.350098,0
2003-07-03,2421.639893,2421.639893,2421.639893,2421.639893,2421.639893,0
2003-07-04,2408.179932,2408.179932,2408.179932,2408.179932,2408.179932,0
2003-07-07,2486.010010,2486.010010,2486.010010,2486.010010,2486.010010,0
2003-07-08,2492.729980,2492.729980,2492.729980,2492.729980,2492.729980,0
2003-07-09,2473.620117,2473.620117,2473.620117,2473.620117,2473.620117,0
2003-07-10,2441.899902,2441.899902,2441.899902,2441.899902,2441.899902,0
2003-07-11,2477.719971,2477.719971,2477.719971,2477.719971,2477.719971,0
2003-07-14,2517.879883,2517.879883,2517.879883,2517.879883,2517.879883,0
2003-07-15,2503.360107,2503.360107,2503.360107,2503.360107,2503.360107,0
2003-07-16,2487.989990,2487.989990,2487.989990,2487.989990,2487.989990,0
2003-07-17,2449.729980,2449.729980,2449.729980,2449.729980,2449.729980,0
2003-07-18,2458.919922,2458.919922,2458.919922,2458.919922,2458.919922,0
2003-07-21,2419.810059,2419.810059,2419.810059,2419.810059,2419.810059,0
2003-07-22,2436.879883,2436.879883,2436.879883,2436.879883,2436.879883,0
2003-07-23,2429.070068,2429.070068,2429.070068,2429.070068,2429.070068,0
2003-07-24,2480.870117,2480.870117,2480.870117,2480.870117,2480.870117,0
2003-07-25,2442.129883,2442.129883,2442.129883,2442.129883,2442.129883,0
2003-07-28,2486.760010,2486.760010,2486.760010,2486.760010,2486.760010,0
2003-07-29,2470.409912,2470.409912,2470.409912,2470.409912,2470.409912,0
2003-07-30,2483.899902,2483.899902,2483.899902,2483.899902,2483.899902,0
2003-07-31,2519.790039,2519.790039,2519.790039,2519.790039,2519.790039,0
2003-08-01,2479.699951,2479.699951,2479.699951,2479.699951,2479.699951,0
2003-08-04,2456.280029,2456.280029,2456.280029,2456.280029,2456.280029,0
2003-08-05,2481.770020,2481.770020,2481.770020,2481.770020,2481.770020,0
2003-08-06,2437.379883,2437.379883,2437.379883,2437.379883,2437.379883,0
2003-08-07,2436.060059,2436.060059,2436.060059,2436.060059,2436.060059,0
2003-08-08,2460.139893,2460.139893,2460.139893,2460.139893,2460.139893,0
2003-08-11,2479.060059,2479.060059,2479.060059,2479.060059,2479.060059,0
2003-08-12,2496.580078,2496.580078,2496.580078,2496.580078,2496.580078,0
2003-08-13,2497.739990,2497.739990,2497.739990,2497.739990,2497.739990,0
2003-08-14,2544.050049,2544.050049,2544.050049,2544.050049,2544.050049,0
2003-08-15,2548.860107,2548.860107,2548.860107,2548.860107,2548.860107,0
2003-08-18,2574.000000,2574.000000,2574.000000,2574.000000,2574.000000,0
2003-08-19,2579.189941,2579.189941,2579.189941,2579.189941,2579.189941,0
2003-08-20,2562.649902,2562.649902,2562.649902,2562.649902,2562.649902,0
2003-08-21,2583.909912,2583.909912,2583.909912,2583.909912,2583.909912,0
2003-08-22,2593.550049,2593.550049,2593.550049,2593.550049,2593.550049,0
2003-08-25,2565.030029,2565.030029,2565.030029,2565.030029,2565.030029,0
2003-08-26,2537.139893,2537.139893,2537.139893,2537.139893,2537.139893,0
2003-08-27,2560.760010,2560.760010,2560.760010,2560.760010,2560.760010,0
2003-08-28,2575.989990,2575.989990,2575.989990,2575.989990,2575.989990,0
2003-08-29,2556.709961,2556.709961,2556.709961,2556.709961,2556.709961,0
2003-09-01,2600.899902,2600.899902,2600.899902,2600.899902,2600.899902,0
2003-09-02,2599.800049,2599.800049,2599.800049,2599.800049,2599.800049,0
2003-09-03,2641.550049,2641.550049,2641.550049,2641.550049,2641.550049,0
2003-09-04,2638.800049,2638.800049,2638.800049,2638.800049,2638.800049,0
2003-09-05,2614.810059,2614.810059,2614.810059,2614.810059,2614.810059,0
2003-09-08,2635.590088,2635.590088,2635.590088,2635.590088,2635.590088,0
2003-09-09,2604.080078,2604.080078,2604.080078,2604.080078,2604.080078,0
2003-09-10,2565.520020,2565.520020,2565.520020,2565.520020,2565.520020,0
2003-09-11,2572.739990,2572.739990,2572.739990,2572.739990,2572.739990,0
2003-09-12,2546.780029,2546.780029,2546.780029,2546.780029,2546.780029,0
2003-09-15,2555.639893,2555.639893,2555.639893,2555.639893,2555.639893,0
2003-09-16,2585.280029,2585.280029,2585.280029,2585.280029,2585.280029,0
2003-09-17,2586.810059,2586.810059,2586.810059,2586.810059,2586.810059,0
2003-09-18,2608.580078,2608.580078,2608.580078,2608.580078,2608.580078,0
2003-09-19,2582.469971,2582.469971,2582.469971,2582.469971,2582.469971,0
2003-09-22,2514.110107,2514.110107,2514.110107,2514.110107,2514.110107,0
2003-09-23,2493.030029,2493.030029,2493.030029,2493.030029,2493.030029,0
2003-09-24,2477.340088,2477.340088,2477.340088,2477.340088,2477.340088,0
2003-09-25,2465.129883,2465.129883,2465.129883,2465.129883,2465.129883,0
2003-09-26,2447.919922,2447.919922,2447.919922,2447.919922,2447.919922,0
2003-09-29,2440.120117,2440.120117,2440.120117,2440.120117,2440.120117,0
2003-09-30,2395.870117,2395.870117,2395.870117,2395.870117,2395.870117,0
2003-10-01,2439.250000,2439.250000,2439.250000,2439.250000,2439.250000,0
2003-10-02,2434.629883,2434.629883,2434.629883,2434.629883,2434.629883,0
2003-10-03,2516.479980,2516.479980,2516.479980,2516.479980,2516.479980,0
2003-10-06,2497.100098,2497.100098,2497.100098,2497.100098,2497.100098,0
2003-10-07,2476.610107,2476.610107,2476.610107,2476.610107,2476.610107,0
2003-10-08,2473.879883,2473.879883,2473.879883,2473.879883,2473.879883,0
2003-10-09,2531.379883,2531.379883,2531.379883,2531.379883,2531.379883,0
2003-10-10,2518.439941,2518.439941,2518.439941,2518.439941,2518.439941,0
2003-10-13,2563.399902,2563.399902,2563.399902,2563.399902,2563.399902,0
2003-10-14,2552.379883,2552.379883,2552.379883,2552.379883,2552.379883,0
2003-10-15,2571.409912,2571.409912,2571.409912,2571.409912,2571.409912,0
2003-10-16,2557.800049,2557.800049,2557.800049,2557.800049,2557.800049,0
2003-10-17,2550.820068,2550.820068,2550.820068,2550.820068,2550.820068,0
2003-10-20,2552.179932,2552.179932,2552.179932,2552.179932,2552.179932,0
2003-10-21,2560.139893,2560.139893,2560.139893,2560.139893,2560.139893,0
2003-10-22,2509.969971,2509.969971,2509.969971,2509.969971,2509.969971,0
2003-10-23,2489.070068,2489.070068,2489.070068,2489.070068,2489.070068,0
2003-10-24,2482.560059,2482.560059,2482.560059,2482.560059,2482.560059,0
2003-10-27,2512.320068,2512.320068,2512.320068,2512.320068,2512.320068,0
2003-10-28,2542.699951,2542.699951,2542.699951,2542.699951,2542.699951,0
2003-10-29,2556.159912,2556.159912,2556.159912,2556.159912,2556.159912,0
2003-10-30,2571.510010,2571.510010,2571.510010,2571.510010,2571.510010,0
2003-10-31,2575.040039,2575.040039,2575.040039,2575.040039,2575.040039,0
2003-11-03,2631.649902,2631.649902,2631.649902,2631.649902,2631.649902,0
2003-11-04,2627.320068,2627.320068,2627.320068,2627.320068,2627.320068,0
2003-11-05,2609.899902,2609.899902,2609.899902,2609.899902,2609.899902,0
2003-11-06,2626.679932,2626.679932,2626.679932,2626.679932,2626.679932,0
2003-11-07,2657.600098,2657.600098,2657.600098,2657.600098,2657.600098,0
2003-11-10,2633.070068,2633.070068,2633.070068,2633.070068,2633.070068,0
2003-11-11,2618.899902,2618.899902,2618.899902,2618.899902,2618.899902,0
2003-11-12,2627.149902,2627.149902,2627.149902,2627.149902,2627.149902,0
2003-11-13,2636.780029,2636.780029,2636.780029,2636.780029,2636.780029,0
2003-11-14,2656.939941,2656.939941,2656.939941,2656.939941,2656.939941,0
2003-11-17,2586.050049,2586.050049,2586.050049,2586.050049,2586.050049,0
2003-11-18,2584.050049,2584.050049,2584.050049,2584.050049,2584.050049,0
2003-11-19,2574.659912,2574.659912,2574.659912,2574.659912,2574.659912,0
2003-11-20,2568.719971,2568.719971,2568.719971,2568.719971,2568.719971,0
2003-11-21,2578.239990,2578.239990,2578.239990,2578.239990,2578.239990,0
